name,popularity,popularity_0,vote_avg_0,year_of_release_0,budget_0,revenue_0,popularity_1,vote_avg_1,year_of_release_1,budget_1,revenue_1,popularity_2,vote_avg_2,year_of_release_2,budget_2,revenue_2,number_of_movies,popularity_beginning,vote_average_beginning,budget_beginning,revenue_beginning,popularity_middle,vote_average_middle,budget_middle,revenue_middle,popularity_end,vote_average_end,budget_end,revenue_end,Popularity (%)
Romany Malco,15.544,32.556,6.378,2005.0,26000000.0,177378645.0,18.13,6.792,2015.0,8500000.0,43528634.0,20.617,6.162,2018.0,29000000.0,33157615.0,11.0,14.791666666666666,4.859000000000001,22333333.333333332,34973723.0,19.376333333333335,6.144666666666667,36333333.333333336,120007786.0,12.6946,5.6882,37960000.0,75143326.8,72.32804348776226
Peter Horton,19.509,23.486,5.697,1984.0,800000.0,14568989.0,9.455,6.024,1987.0,0.0,0.0,4.465,5.5,1997.0,0.0,0.0,5.0,3.823,6.1,0.0,263635.0,23.907,5.698,800000.0,14568989.0,10.356333333333334,5.817,1666666.6666666667,6157620.666666667,72.32160317834027
Michael Warren,23.732,29.539,6.463,1985.0,0.0,0.0,19.197,5.2,2004.0,0.0,0.0,133.563,7.619,0.0,0.0,0.0,3.0,2.183,5.167,0.0,422503.0,8.582,5.782,15000000.0,6600000.0,9.784,6.7,7000000.0,4000000.0,72.31656801128793
John Ales,17.644,18.785,5.63,1996.0,54000000.0,128769345.0,20.157,4.982,2000.0,84000000.0,123307945.0,13.315,4.393,2007.0,32000000.0,75108998.0,3.0,15.145,5.4,18000000.0,27000000.0,18.902,5.63,54000000.0,128769345.0,22.705,5.0,84000000.0,123307945.0,72.2883025612955
Geraldine Chaplin,32.038,23.281,7.436,1992.0,31000000.0,9493259.0,34.748,7.362,2012.0,45000000.0,198087212.0,63.802,6.547,2018.0,170000000.0,1310466296.0,16.0,17.0268,6.8233999999999995,5920000.0,33318867.8,13.343799999999998,6.5884,14060000.0,14053573.6,15.110500000000002,5.777166666666666,32183333.333333332,24816986.666666668,72.28319792661758
Glenne Headly,35.983,15.81,7.1,1988.0,0.0,42039085.0,52.511,5.997,2013.0,3000000.0,0.0,20.699,5.513,2017.0,18000000.0,40651864.0,14.0,12.631,6.296250000000001,7750000.0,20461577.75,17.01075,6.292000000000001,56500000.0,100639234.25,10.6575,5.998333333333332,19250000.0,17638857.166666668,72.28210271828348
Tim Bagley,14.57,76.745,6.938,1994.0,23000000.0,351583407.0,9.644,5.573,2006.0,12000000.0,38528984.0,25.383,6.269,2007.0,30000000.0,219922417.0,8.0,37.456500000000005,6.1685,11500000.0,176342938.0,22.8975,5.929,17350000.0,156980288.5,18.50875,6.1915,25000000.0,78818390.25,72.27706604774394
Pat Morita,15.816,34.489,7.18,1984.0,8000000.0,130442786.0,26.126,6.263,1986.0,13000000.0,115103979.0,23.926,5.353,1994.0,12000000.0,15876353.0,11.0,25.703999999999997,6.379666666666668,9333333.333333334,59142258.0,23.778,5.919666666666667,16833333.333333332,63089707.0,12.344,5.131600000000001,9900000.0,8742650.2,72.26920028380363
Allen Payne,21.034,9.307,6.551,1991.0,8500000.0,47624253.0,11.143,5.045,1995.0,14000000.0,19800000.0,22.251,6.428,2000.0,120000000.0,325756637.0,7.0,12.497,6.3225,7250000.0,32789015.5,9.877,5.823499999999999,10500000.0,20325760.5,10.721000000000002,5.101666666666667,41933333.333333336,111295789.66666669,72.25640788318456
Jonathan Tucker,31.006,63.495,6.245,2003.0,9500000.0,107363905.0,19.518,6.345,2005.0,52000000.0,77944725.0,18.862,5.962,2008.0,8000000.0,22818256.0,12.0,16.94825,6.40175,13250000.0,49178617.25,23.592,5.67625,28875000.0,53847658.25,16.44825,6.43175,17500000.0,30379468.75,72.2563471163573
Bo Derek,22.93,18.916,6.142,1977.0,17500000.0,14717854.0,16.506,4.08,1981.0,0.0,36565280.0,20.696,6.797,1995.0,0.0,32648673.0,7.0,20.9005,5.8695,12250000.0,44791685.5,13.2125,3.746,3500000.0,22740080.5,16.68466666666667,5.301,10333333.333333334,36686558.0,72.25528409066733
Rutanya Alda,21.376,23.211,7.998,1978.0,15000000.0,49000000.0,15.575,5.7,1982.0,5000000.0,12500000.0,8.907,6.584,2011.0,0.0,0.0,22.0,20.09628571428571,7.034857142857144,7691254.714285715,32408844.85714286,12.016714285714285,6.007571428571429,6568894.428571428,7211588.857142857,9.727,5.881625,13093750.0,8241496.625,72.25341414788514
Joe Piscopo,15.349,7.416,5.347,1986.0,13000000.0,8475466.0,13.003,6.1,1988.0,5000000.0,3588626.0,207.824,6.883,0.0,8000000.0,127392693.0,4.0,7.433,6.262,9000000.0,17000000.0,7.304,5.3,13000000.0,8475466.0,12.0775,5.666499999999999,2500000.0,10384509.5,72.24305750121424
David Cross,18.37,50.78,8.101,2004.0,20000000.0,72258126.0,52.79,5.806,2007.0,60000000.0,361366633.0,44.245,5.632,2009.0,75000000.0,443140005.0,22.0,13.096142857142857,5.515285714285715,25285714.285714287,48099236.428571425,33.16328571428571,6.569571428571429,43142857.14285714,112706519.28571428,26.458625,6.134,47500000.0,150056558.75,72.23958359696663
Andrew Airlie,27.753,26.946,5.777,2005.0,100000000.0,333535934.0,141.569,5.881,2015.0,40000000.0,571006128.0,148.215,6.709,2018.0,55000000.0,368307760.0,9.0,26.729666666666663,6.312,20666666.666666668,39321647.0,18.288666666666668,5.940333333333334,35333333.333333336,112744545.33333331,26.902666666666665,5.501333333333332,12666666.666666666,18187641.333333332,72.23809866164474
James Gammon,24.606,44.448,7.927,1999.0,70000000.0,23159305.0,18.459,6.265,2000.0,33000000.0,104155843.0,15.118,6.6,2008.0,20000000.0,20211394.0,27.0,16.996222222222222,6.504777777777778,12047222.222222222,28533076.333333332,12.608777777777778,6.225444444444444,19166666.666666668,17185427.666666668,15.803555555555556,6.064222222222222,33444444.444444444,40009813.333333336,72.23569415449862
Titus Welliver,42.356,53.13,7.202,2010.0,37000000.0,154026136.0,21.014,7.275,2012.0,44500000.0,232325503.0,72.345,5.925,2014.0,210000000.0,1104054072.0,11.0,17.244666666666664,6.0986666666666665,12666666.666666666,23670697.666666668,17.21166666666667,6.069333333333334,53000000.0,126540537.66666669,16.7468,6.664,27300000.0,69692172.2,72.23277734795919
Dee Wallace,31.533,40.82,7.514,1982.0,10500000.0,792965500.0,28.576,6.102,1983.0,5000000.0,21200000.0,22.169,6.382,1986.0,2000000.0,13167232.0,14.0,24.285,6.462999999999999,4682500.0,227704227.5,19.01,6.245750000000001,1750000.0,11798747.25,16.104166666666668,5.876333333333332,14333333.5,21127409.5,72.22017127536361
Larry King,14.964,133.356,7.253,2004.0,150000000.0,928760770.0,100.522,6.289,2007.0,160000000.0,813367380.0,40.739,6.021,2007.0,150000000.0,287594577.0,24.0,19.696624999999997,6.293125,32787500.0,70036803.875,30.516,6.6195,65050000.0,204237032.25,42.329125000000005,6.124124999999999,86500000.0,288008570.75,72.20664774523438
John Laughlin,14.603,32.817,6.664,1984.0,8200000.0,80035402.0,14.389,5.5,1992.0,10000000.0,32100816.0,34.425,7.107,1996.0,75000000.0,335062621.0,7.0,33.675,6.837999999999999,7850000.0,104915478.0,13.549,4.9879999999999995,5350000.0,16050408.0,18.20266666666667,5.808666666666667,26750000.0,111687540.33333331,72.20311895428591
Nicholas Gonzalez,27.814,76.148,6.651,2014.0,9000000.0,111928365.0,554.826,8.502,0.0,0.0,0.0,127.66,7.453,0.0,0.0,0.0,4.0,15.265,6.519,2000000.0,0.0,29.434,5.422,20000000.0,70992898.0,16.959,5.48,5500000.0,0.0,72.200234214093
Mike Tyson,27.765,40.956,6.854,2006.0,24000000.0,155929020.0,104.703,7.313,2009.0,35000000.0,469310836.0,70.622,6.469,2011.0,80000000.0,586764305.0,7.0,8.0655,5.1135,17000000.0,6837730.5,10.794,4.6884999999999994,10575000.0,19799051.5,66.05533333333334,6.878333333333333,46333333.333333336,404001387.0,72.19013083841713
Bob Gunton,20.36,125.459,8.7,1994.0,25000000.0,28341469.0,24.067,6.304,1995.0,30000000.0,212385533.0,24.091,7.296,1998.0,50000000.0,202292902.0,28.0,14.95411111111111,6.521111111111112,17333333.333333332,67920485.22222222,30.495111111111108,6.354777777777778,45583333.333333336,112838325.1111111,24.496,6.709300000000001,26875000.0,50680488.7,72.16480673108725
Joseph Campanella,14.576,12.661,6.405,1972.0,1000000.0,0.0,9.476,5.9,1972.0,0.0,0.0,84.38,8.294,0.0,46000000.0,341631208.0,4.0,10.363,6.3,2175000.0,0.0,13.578,5.071,16000000.0,12600000.0,4.128,4.922,0.0,3663870.0,72.16119031699867
Victoria Jackson,16.921,8.432,5.197,1988.0,0.0,12277096.0,12.776,5.638,1989.0,0.0,12195695.0,48.931,7.23,0.0,0.0,0.0,6.0,13.457999999999998,6.0280000000000005,15000000.0,20001422.0,8.334,5.4985,0.0,8914768.5,12.3725,6.1525,2500000.0,9176426.0,72.15899545004308
Michele Scarabelli,19.887,12.522,6.976,2003.0,6000000.0,2944752.0,33.584,7.026,0.0,0.0,0.0,148.194,7.473,0.0,60000000.0,157920733.0,3.0,21.926,5.664,1500000.0,14796236.0,8.932,5.6,7500000.0,0.0,13.47,6.976,6000000.0,2944752.0,72.15524483277436
Lauren Tom,20.421,42.897,6.479,2004.0,0.0,0.0,212.999,8.39,0.0,30000000.0,611900000.0,3.852,8.216,0.0,0.0,0.0,9.0,17.238333333333333,6.5616666666666665,11000000.0,32991684.333333332,15.065333333333331,6.405666666666666,3666666.6666666665,36819393.666666664,13.418,5.8180000000000005,24333333.333333332,27660896.333333332,72.15507072546968
Robert Davi,28.337,39.947,7.519,1985.0,19000000.0,61389680.0,31.461,6.369,1989.0,32000000.0,156167015.0,51.083,6.263,1990.0,35000000.0,57120318.0,15.0,26.8838,6.422399999999999,17500000.0,55394611.6,20.4888,5.7174000000000005,26000000.0,44307680.8,18.9788,5.4968,18000000.0,17123306.4,72.15255455727983
Rupert Everett,24.083,133.356,7.253,2004.0,150000000.0,928760770.0,100.522,6.289,2007.0,160000000.0,813367380.0,60.042,6.822,2016.0,110000000.0,296482446.0,19.0,11.779666666666666,6.2485,3709333.3333333335,2748685.1666666665,15.655666666666663,5.9905,34833333.333333336,127240193.5,59.33471428571428,6.743571428571428,80000000.0,380571988.0,72.1486879222485
Isabella Rossellini,34.981,21.612,7.629,1986.0,6000000.0,8618766.0,29.278,6.877,2013.0,0.0,3396726.0,92.838,7.478,2018.0,200000000.0,1242805359.0,18.0,15.119833333333332,6.450666666666667,14750000.0,39541793.666666664,11.135333333333334,6.868666666666666,13266686.666666666,7571924.333333333,10.0765,6.314333333333333,5800000.0,8622195.0,72.13947407854943
Michael Gross,22.669,29.172,6.881,1990.0,11000000.0,48572000.0,23.613,5.788,2001.0,6000000.0,0.0,21.831,5.6,2004.0,5000000.0,0.0,9.0,13.808666666666667,6.033333333333334,5666666.666666667,16588440.333333334,12.583,5.591333333333334,2500000.0,0.0,15.175,5.475333333333334,4666666.666666667,0.0,72.1300522598153
Doug Jones,26.44,38.72,6.666,2004.0,66000000.0,99318987.0,46.045,7.758,2006.0,19000000.0,83258226.0,29.585,7.247,2017.0,19500000.0,195333312.0,21.0,21.743,5.698857142857143,46071428.571428575,71925686.42857143,24.83742857142857,6.237857142857143,65428571.428571425,118414721.71428572,26.596428571428568,5.358,45867157.14285714,91334733.28571428,72.12857989954718
John Scott Clough,14.258,7.677,5.7,1988.0,4000000.0,9797098.0,10.328,5.6,1992.0,24000000.0,22518097.0,9.162,5.415,1998.0,0.0,5624282.0,4.0,5.916,5.7,4000000.0,9797098.0,4.272,5.538,8500000.0,11604598.0,11.797,5.5075,12000000.0,14071189.5,72.12509655437846
Steven Hill,22.593,19.408,5.811,1986.0,8500000.0,16209459.0,23.374,6.735,1993.0,42000000.0,270248367.0,113.521,7.629,0.0,0.0,0.0,11.0,9.192333333333332,6.031999999999999,6833333.333333333,13800000.0,17.324333333333332,5.936,21166666.666666668,53987016.666666664,14.9844,6.3238,19600000.0,61384273.4,72.12263522729707
Angus T. Jones,14.874,12.406,5.996,2003.0,20000000.0,132675402.0,14.945,4.424,2003.0,12000000.0,0.0,426.884,7.454,0.0,0.0,0.0,4.0,3.609,4.983,10000000.0,929606.0,17.659,6.757,20000000.0,75597042.0,16.1635,5.2115,16000000.0,66337701.0,72.11879567293295
Edward Faulkner,19.09,25.138,6.557,1963.0,0.0,0.0,10.874,5.789,1968.0,7000000.0,11000000.0,22.231,6.4,1970.0,0.0,0.0,3.0,5.364,5.8,1500000.0,5000000.0,2.015,4.286,178000.0,0.0,12.489,5.789,7000000.0,11000000.0,72.10253790886519
Billy Beck,15.103,15.65,6.198,1984.0,9000000.0,25308147.0,19.673,6.89,1987.0,5000000.0,0.0,19.665,6.941,2005.0,58000000.0,102854431.0,14.0,13.7565,6.3635,6750000.0,43375000.0,12.22125,5.938,3750000.0,23876555.5,16.274166666666666,6.159666666666666,14166666.666666666,20912987.166666668,72.10109046266723
John Beal,15.058,2.502,6.25,1957.0,0.0,0.0,8.875,4.577,1983.0,6000000.0,6300000.0,23.374,6.735,1993.0,42000000.0,270248367.0,3.0,4.455,6.177,1653000.0,3669000.0,9.168,4.577,6000000.0,6300000.0,27.492,6.735,42000000.0,270248367.0,72.096721663255
Robert Costanzo,22.121,32.758,6.718,1977.0,3500000.0,237113184.0,39.975,7.286,1990.0,65000000.0,261317921.0,65.472,7.567,2010.0,3000000.0,0.0,17.0,24.232999999999997,6.7104,15660000.0,112472107.0,17.1882,6.123599999999999,30200000.0,104877418.8,20.019857142857145,6.078857142857143,15714285.714285716,11222135.857142856,72.09317275712746
John Murray,32.096,4.851,5.453,1985.0,0.0,10627754.0,34.51,6.799,1988.0,32000000.0,60328558.0,43.152,6.647,2003.0,32000000.0,225097437.0,5.0,8.18,6.375,0.0,35649012.0,5.076,5.453,0.0,10627754.0,34.73766666666666,6.485333333333333,41333333.333333336,138419461.33333334,72.08594266505455
BD Wong,33.054,102.85,7.915,1998.0,90000000.0,304320254.0,78.618,6.682,2015.0,150000000.0,1671537444.0,63.802,6.547,2018.0,170000000.0,1310466296.0,12.0,17.89075,6.2219999999999995,11000000.0,57016161.75,16.686999999999998,5.7875,19150000.0,50795584.25,17.185499999999998,6.4035,34500000.0,35139337.25,72.07695731255828
Carl Weathers,29.271,69.227,7.788,1976.0,1000000.0,225250402.0,51.212,7.075,1985.0,31000000.0,300473716.0,87.388,7.509,1987.0,15000000.0,98267558.0,15.0,36.1284,7.148999999999999,6600000.0,132863935.2,34.708999999999996,6.7166,16000000.0,137799649.8,16.1922,5.6288,22400000.0,27367996.6,72.07542045055257
Kyle MacLachlan,28.962,42.724,6.201,1984.0,40000000.0,30925690.0,21.612,7.629,1986.0,6000000.0,8618766.0,327.408,7.92,2015.0,175000000.0,857611174.0,17.0,19.9508,6.696199999999999,19140000.0,16741867.4,20.9576,6.042800000000001,22400000.0,73233390.4,9.914285714285716,6.028,12728571.42857143,11279823.142857144,72.07077384599096
Nikki Reed,26.345,106.998,6.288,2008.0,37000000.0,393616788.0,85.959,6.203,2011.0,110000000.0,712171856.0,75.648,6.468,2012.0,120000000.0,829747654.0,6.0,15.116,6.390499999999999,15500000.0,6784137.5,69.1825,6.144,43500000.0,551722125.0,41.8095,5.300000000000001,57500000.0,356157428.0,72.06931722616372
Marc Blucas,18.355,20.995,6.128,2004.0,30000000.0,0.0,23.536,5.558,2007.0,825000.0,0.0,38.633,6.196,2010.0,117000000.0,261989769.0,15.0,11.2862,6.1728000000000005,29200000.0,27608866.4,11.400200000000002,5.5996,15400000.0,7923339.8,20.321999999999996,5.9566,37765000.0,63548906.0,72.06847104623658
Steve Harvey,39.271,4.136,6.2,2000.0,13000000.0,38251106.0,27.19,7.0,2003.0,0.0,21964072.0,16.966,5.865,2005.0,30000000.0,90754475.0,5.0,29.595,7.0,0.0,21964072.0,15.707,5.456,12000000.0,31179516.0,15.949333333333334,6.430666666666667,14000000.0,92444439.33333331,72.05531842565793
Robert Belushi,21.634,18.494,5.909,2010.0,52000000.0,216485654.0,11.401,6.736,2013.0,0.0,7965.0,13.134,4.557,2014.0,7000000.0,36433975.0,3.0,16.33,5.713,0.0,16487322.0,10.525,5.466,12500000.0,27206120.0,14.945,5.906,52000000.0,216485654.0,72.04979323380087
Robert Prosky,19.142,32.831,6.856,1983.0,9700000.0,21200000.0,31.828,6.393,1990.0,50000000.0,41482207.0,31.403,7.188,1993.0,25000000.0,441286195.0,22.0,17.845285714285716,6.594714285714287,20457142.85714286,33796369.71428572,16.560142857142857,6.443,20642857.14285714,98016329.85714284,12.863625,5.7955000000000005,42625000.0,12256103.75,72.0460735931692
Will Patton,33.85,51.894,6.831,1998.0,140000000.0,553799566.0,27.796,7.627,2000.0,30000000.0,136706683.0,51.849,6.5,2018.0,10000000.0,259900000.0,21.0,14.70742857142857,6.484857142857144,14857142.857142856,37438357.428571425,22.952428571428577,6.0922857142857145,59000000.0,149164550.57142857,20.290285714285716,6.150142857142856,20142857.14285714,46241855.85714286,72.03232674522522
Jeffrey Nordling,19.518,16.324,6.0,1996.0,0.0,22955097.0,8.694,6.5,2006.0,0.0,0.0,46.257,6.459,2010.0,170000000.0,400062763.0,9.0,13.557666666666668,6.332,19666666.666666668,42871064.0,13.078333333333331,6.035333333333334,25000000.0,20742663.666666668,20.859,5.477333333333333,62666666.666666664,133543960.0,72.03034248137942
Kevin Pollak,22.322,40.997,8.193,1995.0,6000000.0,23341568.0,37.101,8.011,1995.0,50000000.0,116112375.0,32.957,6.905,2016.0,40000000.0,86234523.0,28.0,18.935666666666663,6.422777777777778,24122222.222222224,62681762.777777776,16.999222222222226,6.322777777777777,26533333.333333332,69428772.22222222,16.0403,5.7828,32510000.0,54683142.5,72.02981909707711
Rory Calhoun,21.947,11.875,6.654,1954.0,0.0,0.0,10.118,6.1,1961.0,0.0,350000.0,15.616,5.8,1980.0,3000000.0,6342668.0,3.0,6.418,4.888,0.0,44800000.0,14.104,5.8,3000000.0,6342668.0,17.642,5.944,3000000.0,0.0,72.02688851338796
Jonathan Brandis,41.111,22.041,5.739,1990.0,32000000.0,16283667.0,12.471,5.233,1992.0,0.0,17180393.0,93.131,6.9,0.0,0.0,0.0,5.0,24.388,6.722,31000000.0,74151346.0,9.12,5.4,1500000.0,1519796.0,12.374333333333334,5.810333333333333,25666666.666666668,18919870.666666668,72.02151899605268
Patricia Richardson,18.308,5.616,6.36,1997.0,0.0,0.0,11.207,6.268,2014.0,0.0,0.0,139.332,7.428,0.0,0.0,0.0,4.0,9.31,5.4,750000.0,0.0,14.017,5.667,1250000.0,3412497.0,4.1175,5.75,9000000.0,2389958.5,72.02112126204922
Tony Longo,15.17,26.176,6.781,1991.0,29000000.0,59509925.0,34.817,7.828,2001.0,15000000.0,20271129.0,28.342,6.761,2003.0,50000000.0,177502387.0,19.0,14.676333333333332,6.200166666666667,12083333.333333334,30166323.5,13.569166666666666,5.919833333333333,19083333.333333332,35927868.333333336,25.81271428571428,6.3025714285714285,55857142.85714286,144879312.0,72.02021136283072
Julia Campbell,25.476,15.214,6.203,1997.0,20000000.0,29235353.0,14.946,5.786,2005.0,45000000.0,56070433.0,33.636,6.8,0.0,0.0,0.0,5.0,5.132,5.663,0.0,11359129.0,2.022,5.8,0.0,5467959.0,13.406,5.9126666666666665,33333333.333333332,40695027.333333336,72.00978876484962
Fiona Shaw,27.195,208.547,7.915,2001.0,125000000.0,976475550.0,175.225,7.719,2002.0,100000000.0,876688482.0,190.123,8.019,2004.0,130000000.0,789804554.0,14.0,15.794,5.826250000000001,20750000.0,9046653.75,120.3135,7.004,103750000.0,672888500.5,51.38566666666667,6.7115,80833333.33333333,342308920.3333333,72.00500820793002
Brandon Ray Olive,14.352,14.789,6.903,2007.0,20000000.0,48443734.0,5.969,4.962,2017.0,0.0,0.0,23.625,6.729,2017.0,29000000.0,48453605.0,3.0,9.901,6.002,7000000.0,3572632.0,18.911,6.903,20000000.0,48443734.0,1.576,2.0,50.0,0.0,72.00019269413706
Beau Bridges,39.052,19.004,5.36,2008.0,35000000.0,85416905.0,12.454,6.831,2011.0,20000000.0,177243185.0,28.326,6.615,2017.0,35000000.0,62832209.0,20.0,5.734500000000001,5.878833333333333,6025848.5,3963441.0,13.068666666666664,6.0201666666666656,11750000.0,54254468.5,15.664,6.151375,24200000.0,52684374.75,72.0
Benedict Cumberbatch,59.131,67.456,8.007,2014.0,14000000.0,233555708.0,75.069,7.427,2016.0,180000000.0,676343174.0,153.681,7.347,2022.0,200000000.0,955775804.0,8.0,18.792,7.2685,15000000.0,81568492.0,17.306,6.811,17983843.0,42209663.0,16.998,6.9495000000000005,30250000.0,83104752.5,72.0
Kristen Wiig,55.011,66.581,6.918,2013.0,76000000.0,970761885.0,55.049,7.681,2015.0,108000000.0,630600000.0,55.599,5.371,2016.0,144000000.0,229147509.0,16.0,15.7798,6.1076,19200000.0,58801648.8,37.9504,6.831,61960000.0,304107451.6,19.291666666666668,6.156833333333334,31250000.0,120559619.5,72.0
Lee Marvin,26.35,43.595,7.596,1967.0,5400000.0,45300000.0,12.183,7.009,1967.0,2500000.0,3200000.0,8.778,6.7,1980.0,4500000.0,7206220.0,17.0,14.708800000000002,7.036199999999999,3241000.0,8523600.0,18.0802,6.712999999999999,6117200.0,21489089.0,9.93214285714286,6.261,4214285.714285715,6047306.857142857,72.0
Haley Joel Osment,26.73,98.321,8.476,1994.0,55000000.0,677387716.0,48.477,7.947,1999.0,40000000.0,672806292.0,27.371,7.04,2001.0,100000000.0,235926552.0,8.0,42.355,6.971500000000001,35000000.0,338693858.0,29.9815,6.845,36000000.0,336403146.0,19.58925,6.2505,48750000.0,111331515.0,72.0
Craig T. Nelson,26.392,32.866,7.153,1982.0,10700000.0,122200000.0,81.707,7.704,2004.0,92000000.0,631442092.0,92.838,7.478,2018.0,200000000.0,1242805359.0,22.0,14.166142857142855,6.1254285714285714,6057142.857142857,48879095.14285714,13.28885714285714,6.170857142857144,9800000.0,50379316.571428575,31.539125,6.8408750000000005,40750000.0,174429068.75,72.0
Elizabeth Banks,49.794,68.781,7.195,2012.0,75000000.0,694394724.0,111.167,7.42,2013.0,130000000.0,865011746.0,41.729,7.418,2014.0,60000000.0,469160692.0,24.0,35.97475,6.448,68000000.0,286480786.0,32.22625,6.277125,57750000.0,151497303.0,22.731499999999997,6.603875,27637500.0,126103362.125,72.0
Viola Davis,24.362,59.509,8.201,2011.0,25000000.0,216639112.0,66.883,5.91,2016.0,175000000.0,746846894.0,19.572,6.488,2018.0,42000000.0,73866088.0,22.0,18.58757142857143,6.474714285714286,37142857.14285714,98125774.57142857,18.228,6.662571428571427,27142857.14285714,81682897.71428572,29.052874999999997,6.8263750000000005,51625000.0,125469246.375,72.0
Terrence Howard,30.26,106.512,7.639,2008.0,140000000.0,585174222.0,38.681,8.093,2013.0,46000000.0,122126687.0,89.573,7.183,0.0,0.0,0.0,25.0,11.25125,6.142875,25812500.0,31938890.625,18.625375,6.502625,29375000.0,48504261.5,34.92455555555555,6.563000000000001,47333333.333333336,116214734.8888889,72.0
Amy Adams,40.827,53.736,6.616,2013.0,225000000.0,668045518.0,21.611,7.444,2016.0,22500000.0,29252978.0,53.979,7.589,2016.0,47000000.0,203388186.0,16.0,22.378400000000003,6.409400000000001,18700000.0,75976804.4,17.5362,6.6806,38900000.0,72587365.8,23.995666666666665,6.847666666666668,52000000.0,127648401.5,72.0
Jennifer Coolidge,36.65,52.402,6.574,1999.0,11000000.0,235483004.0,32.926,6.751,2001.0,18000000.0,141774679.0,32.407,6.534,2004.0,19000000.0,70067909.0,25.0,28.524125,6.214375,17500000.0,135021446.0,30.762,6.09525,48500000.0,128262092.75,20.693,5.474222222222222,26500000.0,68520625.33333333,72.0
Adam Baldwin,29.651,39.967,8.136,1987.0,30000000.0,46357676.0,49.32,6.87,1996.0,75000000.0,817400891.0,23.995,6.712,2007.0,3500000.0,0.0,18.0,14.991500000000002,6.5615,7333333.333333333,23351671.5,17.843833333333336,6.428333333333335,26833333.333333332,18715853.5,18.8465,6.084,28108333.333333332,148194619.0,72.0
Jesse Eisenberg,35.953,42.955,7.361,2010.0,40000000.0,224920315.0,56.39,7.344,2013.0,75000000.0,351723989.0,42.128,6.831,2016.0,90000000.0,334901337.0,14.0,13.43975,6.6475,15375000.0,71343715.25,19.95175,6.506,12100000.0,33056387.75,32.99366666666667,6.139666666666667,42166666.666666664,195845397.5,72.0
John C. Reilly,28.555,79.249,7.331,2012.0,165000000.0,471222889.0,43.078,7.906,2014.0,170000000.0,772776600.0,62.495,7.202,2018.0,175000000.0,529323962.0,34.0,19.02372727272727,6.6125454545454545,25363636.363636363,40343408.36363637,19.922636363636364,6.653363636363635,49500000.0,102657745.72727272,24.282166666666665,6.449166666666667,40750000.0,91473524.75,72.0
Robert Mitchum,19.651,14.636,7.593,1947.0,0.0,0.0,20.197,7.887,1955.0,795000.0,0.0,26.972,7.262,1991.0,35000000.0,182300000.0,19.0,7.672499999999999,6.297,1466666.6666666667,1537848.0,12.916666666666666,7.041666666666667,10074666.666666666,21883000.0,22.53371428571429,6.517857142857143,13957142.857142856,49367855.571428575,72.0
Laurence Olivier,19.376,19.7,7.908,1940.0,1288000.0,7592465.0,44.406,7.547,1960.0,12000000.0,60000000.0,8.386,7.678,1972.0,3500000.0,5750000.0,14.0,22.3965,7.31775,5009500.0,16898116.25,15.86525,7.2625,5500000.0,16590059.5,15.726833333333335,6.5765,19340000.0,29758611.0,72.0
Jane Curtin,28.164,21.945,5.347,1993.0,33000000.0,21274717.0,33.384,6.14,1998.0,60000000.0,171757863.0,30.467,6.601,2013.0,43000000.0,158674180.0,4.0,24.964,5.345,33000000.0,21274717.0,29.884,6.14,60000000.0,171757863.0,16.63,5.881,32500000.0,61695255.0,72.0
Jeremy Irons,45.608,130.153,8.255,1994.0,45000000.0,763455561.0,69.475,5.956,2016.0,250000000.0,873637528.0,28.474,5.422,2016.0,125000000.0,240697856.0,19.0,14.510833333333332,6.763166666666667,8083333.333333333,8289061.333333333,33.19316666666667,6.387166666666666,51666666.666666664,87781970.0,28.74614285714286,6.3701428571428576,38357142.85714286,89284120.14285715,72.0
Jerry O'Connell,25.298,31.134,7.853,1986.0,8000000.0,52287414.0,37.69,5.4,2010.0,24000000.0,83188165.0,20.126,6.697,2019.0,0.0,0.0,13.0,19.733,6.3495,21000000.0,83257291.25,25.6355,5.9315,14500000.0,63141617.5,17.859199999999998,5.5318,18000000.0,45837192.2,72.0
Walter Matthau,19.041,19.746,7.689,1963.0,4000000.0,13475000.0,12.374,7.421,1974.0,0.0,0.0,25.351,5.799,1993.0,35000000.0,117270765.0,20.0,14.1755,6.8015,6420833.333333333,20335055.5,8.004999999999999,6.729333333333334,3333333.3333333335,28213129.666666668,16.353375,6.468,25017500.0,64093259.125,72.0
Kerry Washington,28.744,31.457,6.675,2005.0,110000000.0,487287646.0,26.946,5.777,2005.0,100000000.0,333535934.0,61.716,8.173,2012.0,100000000.0,425368238.0,15.0,20.3726,6.451599999999999,34200000.0,149106994.0,22.1572,6.057799999999999,58400000.0,141317466.8,20.8186,6.742800000000001,33400000.0,103210508.6,72.0
Dudley Moore,16.233,20.804,5.597,1979.0,7000000.0,74865517.0,13.126,6.503,1981.0,7000000.0,95461682.0,19.629,6.3,1985.0,50000000.0,23717291.0,8.0,12.7375,6.2485,2800000.0,22500000.0,17.433,6.048500000000001,7000000.0,85163599.5,9.3105,5.17925,4500000.0,17831019.75,72.0
